family,subfamily,tribe,tips,broad_sociality,fine_sociality,ASR_sociality,sociality_ref
Colletidae,Neopasiphaeinae,,Perditomorpha_wagenknechti,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_rufiventris,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_rubra,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Edwyniana_herrerae,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_flavitarsus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_perezi,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_pruinosa,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_stilborhina,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Brachyglossula_leucothorax,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Spinolapis_caerulescens,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Spinolapis_kalen,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Eulonchopria_psaenythioides,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Eulonchopria_punctatissima,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Eulonchopria_simplicicrus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Hoplocolletes_ventralis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Nomiocolletes_jenseni,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Niltonia_virgilii,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Sarocolletes_fulva,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Sarocolletes_rufipennis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Sarocolletes_guaritarum,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Perditomorpha_erithrogaster,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Belopria_nitidior,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Edwyniana_mourei,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Chilicolletes_delahozii,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Pygopasiphae_wagneri,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Cephalocolletes_isabelae,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Cephalocolletes_rugata,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Cephalocolletes_laticeps,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Reedapis_bathycyanea,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Reedapis_semicyanea,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Glossurocolletes_bilobatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Goniocolletes_fimbriatinus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Goniocolletes_perfasciatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Goniocolletes_abdominalis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_alloeopus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_conospermi,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_pappus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_punctatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_velutinellus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_asper,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_pachyodontus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_michenerianus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_chalybeatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_megachalcoides,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Neopasiphae_mirabilis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_lanceolatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_capito,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_irroratus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_plumosus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_carinatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_cupreus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_launcestonensis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_imitatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_pango,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Nesocolletes_fulvescens,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Nesocolletes_paahaumaa,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_platycephalus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_ignicolor,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Phenacolletes_mimus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Halictanthrena_malpighiacearum,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Leioproctus_minimus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Lonchopria_cingulata,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Lonchopria_robertsi,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Lonchopria_similis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Lonchopria_zonalis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Lonchopria_larejae,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_venustus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_macrognathus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_avialis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_rufibasis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_brunilabrum,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_maximus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_orientalis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_centralis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_nitens,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_platyprosopis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_albigenae,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Neopasiphaeinae,,Trichocolletes_multipectinatus,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Anthoglossa_frederici,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Anthoglossa_robusta,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Cadeguala_albopilosa,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Cadeguala_occidentalis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Cadegualina_andina,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Diphaglossa_gayi,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_bicolor,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_vestita,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_dimidiata,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_albiventris,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_fulvicollis,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_gayi,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_yarrowi,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Willinkapis_chalybaea,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Ptiloglossa_tarsata,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Ptiloglossa_hoplopoda,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Ptiloglossa_thoracica,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Zikanapis_clypeata,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_quadrifasciata,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Caupolicana_pubescens,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Mydrosoma_aterrimum,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Ptiloglossidia_fallax,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Diphaglossinae,,Mydrosomella_gaullei,solitary,some aggregations,non-eusocial,Michener 2007
Colletidae,Paracolletinae,,Paracolletes_crassipes,solitary,some aggregations,non-eusocial,Michener 2007
Stenotritidae,Stenotritinae,,Ctenocolletes_nigricans,solitary,,non-eusocial,Houston 1987
Stenotritidae,Stenotritinae,,Stenotritus_elegans,solitary,,non-eusocial,Houston 1975
Stenotritidae,Stenotritinae,,Ctenocolletes_rufescens,solitary,,non-eusocial,Houston 1987
Stenotritidae,Stenotritinae,,Ctenocolletes_smaragdinus,solitary,,non-eusocial,Houston 1987
Stenotritidae,Stenotritinae,,Ctenocolletes_albomarginatus,solitary,,non-eusocial,Houston 1987
Stenotritidae,Stenotritinae,,Ctenocolletes_tigris,solitary,,non-eusocial,Houston 1987
Halicitidae,Rophitinae,,Dufourea_mulleri,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_trochantera,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_malacothricis,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_spilura,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_dilatipes,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_maura,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_holocyanea,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_marginata,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_novaeangliae,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_monardae,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_harveyi,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_spinifera,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_dentiventris,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_inermis,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_paradoxa,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_halictula,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Rophites_canus,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Rophites_hartmanni,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_alpina,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Dufourea_minuta,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Systropha_curvicornis,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Systropha_planidens,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Systropha_grandimargo,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Systropha_glabriventris,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Systropha_maroccana,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Systropha_pici,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Rophites_algirus,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Rophites_quinquespinosus,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Sphecodosoma_beameri,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Sphecodosoma_pratti,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Goeletapis_peruensis,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Penapis_penai,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Penapis_toroi,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Penapis_larraini,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Conanthalictus_conanthi,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Conanthalictus_wilmattae,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Protodufourea_parca,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Xeralictus_bicuspidariae,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Rophitinae,,Xeralictus_timberlakei,solitary,sometimes communal,non-eusocial,Almeida 2008
Halicitidae,Halictinae,Halictini,Halictus_quadricinctus,solitary,sometimes communal,non-eusocial,Richards 1994
Halicitidae,Halictinae,Halictini,Halictus_ligatus,eusocial,eusocial,eusocial,Richards 1994
Halicitidae,Halictinae,Halictini,Halictus_poeyi,eusocial,primitively eusocial,eusocial,Zayed & Packer 2002
Halicitidae,Halictinae,Halictini,Halictus_farinosus,eusocial,eusocial,eusocial,Richards 1994; Albert & Packer 2013
Halicitidae,Halictinae,Halictini,Halictus_parallelus,social,,eusocial,Albert & Packer 2013
Halicitidae,Halictinae,Halictini,Halictus_rubicundus,polymorphic,"primitively eusocial, solitary",polymorphic,Eickwort et al. 1996
Halicitidae,Halictinae,Halictini,Halictus_hedini,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_crenicornis,eusocial,eusocial,eusocial,unknown
Halicitidae,Halictinae,Halictini,Halictus_simplex,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_compressus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_langobardicus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_patellatus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_maculatus,eusocial,eusocial,eusocial,Richards 1994
Halicitidae,Halictinae,Halictini,Halictus_palustris,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_fulvipes,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_scabiosae,eusocial,eusocial,eusocial,Richards 1994
Halicitidae,Halictinae,Halictini,Halictus_sexcinctus,polymorphic,"communal, eusocial",polymorphic,Richards et al. 2003
Halicitidae,Halictinae,Halictini,Halictus_cochlearitarsis,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_senilis,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_cephalicus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_phryganicus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_smaragdulus,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_gemmellus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_orientanus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_submediterraneus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_gemmeus,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_cretellus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_jucundus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_orientalis,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_hotoni,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_kessleri,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_subauratoides,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_subauratus,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_vicinus,eusocial,eusocial,eusocial,Richards 1994
Halicitidae,Halictinae,Halictini,Halictus_lucidipennis,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_propinquus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_seladonius,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_confusus,polymorphic,eusocial or solitary,polymorphic,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_tumulorum,polymorphic,eusocial or solitary,polymorphic,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_gavarnicus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_aerarius,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_leucaheneus,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_pollinosus,polymorphic,"""non-eusocial"": solitary, communal, or semisocial",non-eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_vestitus,polymorphic,"""non-eusocial"": solitary, communal, or semisocial",non-eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Halictus_pici,unknown,,unknown,unknown
Halicitidae,Halictinae,Halictini,Halictus_tripartitus,eusocial,eusocial,eusocial,"Danforth, Sauquet & Packer 1999"
Halicitidae,Halictinae,Halictini,Thrincohalictus_prognathus,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_xanthopus,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_sexnotatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_lativentre,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_quadrinotatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_proximatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_sisymbrii,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_pacificum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_titusi,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_pavonotum,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_fulvitarse,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_sexnotatulum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_breviventre,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_subfasciatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_pallens,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_quadrinotatiforme,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_primavera,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_costulatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_athabascense,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_anhypops,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_mellipes,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_trizonatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_egregium,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_coriaceum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_acuminatum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_morrilli,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_paraforbesii,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_desertum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_manitouellum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_acarophilum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_asaphes,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_tricnicos,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_transvorsum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_fuscipenne,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_laevigatum,solitary,,non-eusocial,Fowler et al. 2020
Halicitidae,Halictinae,Halictini,Lasioglossum_aethiopicum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_nicolli,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_kumejimense,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_flindersi,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_dampieri,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_zingowli,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_flammeum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_subsphecodes,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_holochlorum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_urbanum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_micheneri,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_achrostum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_ostridorsum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_taveuniense,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_nadarivatuense,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_terminale,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_tuiwawae,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_atritergum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_kaicolo,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_concavum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_fijiense,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_versifrons,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_groomi,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_hadrandrum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_epiense,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_tannaense,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_wilsoni,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_megastigmum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_punctatum,solitary,,non-eusocial,"Danforth, Conway & Ji 2003"
Halicitidae,Halictinae,Halictini,Lasioglossum_sphecodoides,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_pachyacanthum,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_albescens,eusocial,primitively eusocial,eusocial,inferred
Halicitidae,Halictinae,Halictini,Lasioglossum_serenum,eusocial,primitively eusocial,eusocial,inferred
