family,subfamily,tribe,tips,broad_sociality,fine_sociality,ASR_sociality,sociality_ref
Andrenidae,,Andreninini,Andrena_vaga,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_erythrogaster,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_carlini,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pruni,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_transnigra,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dunningi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_regularis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_perplexa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_barbara,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cineraria,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_barbareae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fedtschenkoi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_osmioides,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_albopunctata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_macra,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_torulosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_bicolorata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_florentina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nigroaenea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_elmaria,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pyrozonata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_parathoracica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_watasei,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_thoracica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nitida,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_limata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_flavipes,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_notophila,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_vachali,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_gravida,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_sigiella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_chrysopyga,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fuscocalcarata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_morio,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_commoda,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nivalis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_vicina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dentata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_sagittagalea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ziziaeformis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_violae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_algida,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ruficrus,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_astragali,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tridens,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_distans,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_geranii,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_lawrencei,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_misella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nigrocaerulea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_caerulea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nigrihirta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_erigeniae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_luridiloma,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fulvida,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_bicolor,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_allosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_amieti,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_montana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_solenopalpa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_symphyti,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_chrysopus,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fulvata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_angustior,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_igraeca,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rufula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_granulosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_scrophulariae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_merula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_marginata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_quinquepalpa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fulvago,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_hesperia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_henotica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_eremobia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_menahemella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_euzona,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ornithogali,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_crocusella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_krausiella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_hyacinthina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_aerinifrons,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_chrysosceles,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nitidiuscula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fulvicornis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pallitarsis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_falcinella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nothoscordi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cressonii,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_schencki,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cordialis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pulverea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_colletiformis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_robertsonii,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_savignyi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_curvungula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_paucisquama,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pandellei,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rufizona,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_florivaga,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_statusa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dorsalis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_impasta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_moricei,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_mucida,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ventricosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_brumanensis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ochraceohirta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dorsata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_yamato,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_opacifovea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_susterai,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_florea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_angustitarsata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pallidifovea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nasonii,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_wheeleri,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_combinata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_lepida,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_biskrensis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_confinis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_congruens,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_thomsonii,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ardentia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_transitoria,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_venerabilis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_vetula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fimbriatoides,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_labialis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_flavilabris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_decipiens,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_forsterella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_wilhelmi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ungeri,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cochlearicalcar,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_aciculata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_spolata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_curviocciput,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_israelica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_judaea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_turmalina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_anathema,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_longistilus,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_aeneiventris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_verticalis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_bisulcata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_hyemala,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_impunctata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_butea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_volka,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_figurata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nisoria,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tebessana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_alfkenella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_floricola,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_minutuloides,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_paganettina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tkalcui,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_minutula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_sillata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_convexifrons,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_hikosana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_subopaca,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_falsifica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_kaguya,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_komachi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_semirugosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tenuistriata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cervina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_wollastoni,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_lunaris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rugothorace,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_simontornyella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_enslinella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tringa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_yelkouan,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_luscinia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_proxima,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ampla,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_alutacea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dividicincta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_exigua,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_spreta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_semilaevis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pusilla,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fabrella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_longibarbis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_mariana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pandosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_oedicnema,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cedricola,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_distinguenda,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nitidula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_decollata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_orana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_melanochroa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nigrae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_illinoiensis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ziziae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_personata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_candidiformis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_piperi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_microchlora,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_trapezoidea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_iliaca,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_stenofovea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fuscicollis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_janthina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_janthinoides,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_obtusa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_xera,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_hypopolia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_varicornis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_seminuda,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nobilis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_melittoides,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_avara,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rufiventris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_danini,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_garrula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_humilis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_kamarti,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_orientana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_taraxaci,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pastellensis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rhenana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_curtivalvis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cinerea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tadauchii,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nigroolivacea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_isis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_exquisita,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_monilia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_oralis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_fuligula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_truncatilabris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ferrugineicrus,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_macula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_gordia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_protuber,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_tscheki,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_mucronata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_mizorhina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dorchini,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_limassolica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rotundilabris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_evoluta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nothocalaidis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_knuthi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_okinawana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_pinkeunia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_asluji,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_euphorbiae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_cinereophila,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_byrsicola,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_hattorfiana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_kilikiae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_labiata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_mediterranea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_sphecodimorpha,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_potentillae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rusticola,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_combaella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_speciosa,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_schulzi,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_isabellina,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_glareola,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_dauma,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_polita,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_unicincta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_viridescens,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_galilaea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_semirubra,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_veronicae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_sedumella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_anisochlora,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ferox,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_bucephala,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nuptialis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_rosae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_trimmerana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_carantonica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_scotica,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nigripes,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_nasuta,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_intermedia,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_gelriae,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_wilkella,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_russula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_similis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ovatula,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_lathyri,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_aberrans,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_veterana,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_mucorea,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_blanda,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_andrenoides,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_miserabilis,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_barbilabris,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_argentata,solitary,some communal,non-eusocial,Michener 1969
Andrenidae,,Andreninini,Andrena_ventralis,solitary,some communal,non-eusocial,Michener 1969
